name,furigana,prefecture,birthdate,age,gender,snum,term,rank,style,score,～１昨年_合計_出走数,～１昨年_合計_優勝,～１昨年_合計_1着,～１昨年_合計_2着,～１昨年_合計_3着,～１昨年_合計_着外,～１昨年_合計_棄権,～１昨年_合計_失格,～１昨年_合計_勝率,～１昨年_合計_2連対率,～１昨年_合計_3連対率,～１昨年_F2_出走数,～１昨年_F2_優勝,～１昨年_F2_1着,～１昨年_F2_2着,～１昨年_F2_3着,～１昨年_F2_着外,～１昨年_F2_棄権,～１昨年_F2_失格,～１昨年_F2_勝率,～１昨年_F2_2連対率,～１昨年_F2_3連対率,～１昨年_F1_出走数,～１昨年_F1_優勝,～１昨年_F1_1着,～１昨年_F1_2着,～１昨年_F1_3着,～１昨年_F1_着外,～１昨年_F1_棄権,～１昨年_F1_失格,～１昨年_F1_勝率,～１昨年_F1_2連対率,～１昨年_F1_3連対率,～１昨年_G3_出走数,～１昨年_G3_優勝,～１昨年_G3_1着,～１昨年_G3_2着,～１昨年_G3_3着,～１昨年_G3_着外,～１昨年_G3_棄権,～１昨年_G3_失格,～１昨年_G3_勝率,～１昨年_G3_2連対率,～１昨年_G3_3連対率,～１昨年_G2_出走数,～１昨年_G2_優勝,～１昨年_G2_1着,～１昨年_G2_2着,～１昨年_G2_3着,～１昨年_G2_着外,～１昨年_G2_棄権,～１昨年_G2_失格,～１昨年_G2_勝率,～１昨年_G2_2連対率,～１昨年_G2_3連対率,～１昨年_G1_出走数,～１昨年_G1_優勝,～１昨年_G1_1着,～１昨年_G1_2着,～１昨年_G1_3着,～１昨年_G1_着外,～１昨年_G1_棄権,～１昨年_G1_失格,～１昨年_G1_勝率,～１昨年_G1_2連対率,～１昨年_G1_3連対率,～１昨年_GP_出走数,～１昨年_GP_優勝,～１昨年_GP_1着,～１昨年_GP_2着,～１昨年_GP_3着,～１昨年_GP_着外,～１昨年_GP_棄権,～１昨年_GP_失格,～１昨年_GP_勝率,～１昨年_GP_2連対率,～１昨年_GP_3連対率,昨年_合計_出走数,昨年_合計_優勝,昨年_合計_1着,昨年_合計_2着,昨年_合計_3着,昨年_合計_着外,昨年_合計_棄権,昨年_合計_失格,昨年_合計_勝率,昨年_合計_2連対率,昨年_合計_3連対率,昨年_F2_出走数,昨年_F2_優勝,昨年_F2_1着,昨年_F2_2着,昨年_F2_3着,昨年_F2_着外,昨年_F2_棄権,昨年_F2_失格,昨年_F2_勝率,昨年_F2_2連対率,昨年_F2_3連対率,昨年_F1_出走数,昨年_F1_優勝,昨年_F1_1着,昨年_F1_2着,昨年_F1_3着,昨年_F1_着外,昨年_F1_棄権,昨年_F1_失格,昨年_F1_勝率,昨年_F1_2連対率,昨年_F1_3連対率,昨年_G3_出走数,昨年_G3_優勝,昨年_G3_1着,昨年_G3_2着,昨年_G3_3着,昨年_G3_着外,昨年_G3_棄権,昨年_G3_失格,昨年_G3_勝率,昨年_G3_2連対率,昨年_G3_3連対率,昨年_G2_出走数,昨年_G2_優勝,昨年_G2_1着,昨年_G2_2着,昨年_G2_3着,昨年_G2_着外,昨年_G2_棄権,昨年_G2_失格,昨年_G2_勝率,昨年_G2_2連対率,昨年_G2_3連対率,昨年_G1_出走数,昨年_G1_優勝,昨年_G1_1着,昨年_G1_2着,昨年_G1_3着,昨年_G1_着外,昨年_G1_棄権,昨年_G1_失格,昨年_G1_勝率,昨年_G1_2連対率,昨年_G1_3連対率,昨年_GP_出走数,昨年_GP_優勝,昨年_GP_1着,昨年_GP_2着,昨年_GP_3着,昨年_GP_着外,昨年_GP_棄権,昨年_GP_失格,昨年_GP_勝率,昨年_GP_2連対率,昨年_GP_3連対率,本年_合計_出走数,本年_合計_優勝,本年_合計_1着,本年_合計_2着,本年_合計_3着,本年_合計_着外,本年_合計_棄権,本年_合計_失格,本年_合計_勝率,本年_合計_2連対率,本年_合計_3連対率,本年_F2_出走数,本年_F2_優勝,本年_F2_1着,本年_F2_2着,本年_F2_3着,本年_F2_着外,本年_F2_棄権,本年_F2_失格,本年_F2_勝率,本年_F2_2連対率,本年_F2_3連対率,本年_F1_出走数,本年_F1_優勝,本年_F1_1着,本年_F1_2着,本年_F1_3着,本年_F1_着外,本年_F1_棄権,本年_F1_失格,本年_F1_勝率,本年_F1_2連対率,本年_F1_3連対率,本年_G3_出走数,本年_G3_優勝,本年_G3_1着,本年_G3_2着,本年_G3_3着,本年_G3_着外,本年_G3_棄権,本年_G3_失格,本年_G3_勝率,本年_G3_2連対率,本年_G3_3連対率,本年_G2_出走数,本年_G2_優勝,本年_G2_1着,本年_G2_2着,本年_G2_3着,本年_G2_着外,本年_G2_棄権,本年_G2_失格,本年_G2_勝率,本年_G2_2連対率,本年_G2_3連対率,本年_G1_出走数,本年_G1_優勝,本年_G1_1着,本年_G1_2着,本年_G1_3着,本年_G1_着外,本年_G1_棄権,本年_G1_失格,本年_G1_勝率,本年_G1_2連対率,本年_G1_3連対率,本年_GP_出走数,本年_GP_優勝,本年_GP_1着,本年_GP_2着,本年_GP_3着,本年_GP_着外,本年_GP_棄権,本年_GP_失格,本年_GP_勝率,本年_GP_2連対率,本年_GP_3連対率,通算_合計_出走数,通算_合計_優勝,通算_合計_1着,通算_合計_2着,通算_合計_3着,通算_合計_着外,通算_合計_棄権,通算_合計_失格,通算_合計_勝率,通算_合計_2連対率,通算_合計_3連対率,通算_F2_出走数,通算_F2_優勝,通算_F2_1着,通算_F2_2着,通算_F2_3着,通算_F2_着外,通算_F2_棄権,通算_F2_失格,通算_F2_勝率,通算_F2_2連対率,通算_F2_3連対率,通算_F1_出走数,通算_F1_優勝,通算_F1_1着,通算_F1_2着,通算_F1_3着,通算_F1_着外,通算_F1_棄権,通算_F1_失格,通算_F1_勝率,通算_F1_2連対率,通算_F1_3連対率,通算_G3_出走数,通算_G3_優勝,通算_G3_1着,通算_G3_2着,通算_G3_3着,通算_G3_着外,通算_G3_棄権,通算_G3_失格,通算_G3_勝率,通算_G3_2連対率,通算_G3_3連対率,通算_G2_出走数,通算_G2_優勝,通算_G2_1着,通算_G2_2着,通算_G2_3着,通算_G2_着外,通算_G2_棄権,通算_G2_失格,通算_G2_勝率,通算_G2_2連対率,通算_G2_3連対率,通算_G1_出走数,通算_G1_優勝,通算_G1_1着,通算_G1_2着,通算_G1_3着,通算_G1_着外,通算_G1_棄権,通算_G1_失格,通算_G1_勝率,通算_G1_2連対率,通算_G1_3連対率,通算_GP_出走数,通算_GP_優勝,通算_GP_1着,通算_GP_2着,通算_GP_3着,通算_GP_着外,通算_GP_棄権,通算_GP_失格,通算_GP_勝率,通算_GP_2連対率,通算_GP_3連対率
山中 貴雄,ヤマナカ タカオ,高知県,1983/04/16,42歳,男,014108,90期,S級2班,追,97.03,1579,18,307,212,176,864,11,9,19.4%,32.8%,44.0%,313,7,68,45,35,162,2,1,21.7%,36.1%,47.2%,897,10,182,120,95,488,7,5,20.2%,33.6%,44.2%,301,1,57,43,32,165,2,2,18.9%,33.2%,43.8%,30,0,0,1,6,23,0,0,0.0%,3.3%,23.3%,38,0,0,3,8,26,0,1,0.0%,7.8%,28.9%,,,,,,,,,,,,73,0,3,9,10,50,1,0,4.1%,16.4%,30.1%,,,,,,,,,,,,53,0,2,9,7,34,1,0,3.7%,20.7%,33.9%,16,0,1,0,3,12,0,0,6.2%,6.2%,25.0%,,,,,,,,,,,,4,0,0,0,0,4,0,0,0.0%,0.0%,0.0%,,,,,,,,,,,,32,0,4,2,2,24,0,0,12.5%,18.7%,25.0%,,,,,,,,,,,,24,0,4,0,2,18,0,0,16.6%,16.6%,25.0%,8,0,0,2,0,6,0,0,0.0%,25.0%,25.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1684,18,314,223,188,938,12,9,18.6%,31.8%,43.0%,313,7,68,45,35,162,2,1,21.7%,36.1%,47.2%,974,10,188,129,104,540,8,5,19.3%,32.5%,43.2%,325,1,58,45,35,183,2,2,17.8%,31.6%,42.4%,30,0,0,1,6,23,0,0,0.0%,3.3%,23.3%,42,0,0,3,8,30,0,1,0.0%,7.1%,26.1%,,,,,,,,,,,
吉松 直人,ヨシマツ ナオト,高知県,1981/03/02,44歳,男,014109,90期,S級2班,追,95.54,1490,32,250,153,150,926,9,2,16.7%,27.0%,37.1%,460,25,130,66,49,211,3,1,28.2%,42.6%,53.2%,794,7,102,70,78,539,4,1,12.8%,21.6%,31.4%,236,0,18,17,23,176,2,0,7.6%,14.8%,24.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,4,17,11,15,30,0,0,23.2%,38.3%,58.9%,24,1,6,6,4,8,0,0,25.0%,50.0%,66.6%,45,3,10,5,10,20,0,0,22.2%,33.3%,55.5%,4,0,1,0,1,2,0,0,25.0%,25.0%,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,0,2,4,3,22,0,0,6.4%,19.3%,29.0%,,,,,,,,,,,,19,0,1,1,3,14,0,0,5.2%,10.5%,26.3%,12,0,1,3,0,8,0,0,8.3%,33.3%,33.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1594,36,269,168,168,978,9,2,16.8%,27.4%,37.9%,484,26,136,72,53,219,3,1,28.0%,42.9%,53.9%,858,10,113,76,91,573,4,1,13.1%,22.0%,32.6%,252,0,20,20,24,186,2,0,7.9%,15.8%,25.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
廣川 泰昭,ヒロカワ ヤスアキ,愛媛県,1983/05/21,41歳,男,014110,90期,A級1班,追,85.85,1487,28,228,187,172,866,27,13,15.3%,27.9%,39.4%,380,14,93,52,61,167,6,3,24.4%,38.1%,54.2%,868,14,119,107,92,529,15,9,13.7%,26.0%,36.6%,224,0,16,24,19,159,6,1,7.1%,17.8%,26.3%,11,0,0,3,0,8,0,0,0.0%,27.2%,27.2%,4,0,0,1,0,3,0,0,0.0%,25.0%,25.0%,,,,,,,,,,,,74,0,5,6,16,47,0,0,6.7%,14.8%,36.4%,35,0,2,2,5,26,0,0,5.7%,11.4%,25.7%,39,0,3,4,11,21,0,0,7.6%,17.9%,46.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,0,3,6,6,19,0,1,8.5%,25.7%,42.8%,23,0,2,3,4,13,0,1,8.6%,21.7%,39.1%,12,0,1,3,2,6,0,0,8.3%,33.3%,50.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1596,28,236,199,194,932,27,14,14.7%,27.2%,39.4%,438,14,97,57,70,206,6,4,22.1%,35.1%,51.1%,919,14,123,114,105,556,15,9,13.3%,25.7%,37.2%,224,0,16,24,19,159,6,1,7.1%,17.8%,26.3%,11,0,0,3,0,8,0,0,0.0%,27.2%,27.2%,4,0,0,1,0,3,0,0,0.0%,25.0%,25.0%,,,,,,,,,,,
秋永 共之,アキナガ トモユキ,福岡県,1982/08/10,42歳,男,014111,90期,A級3班,追,65.33,1536,3,164,213,165,984,5,6,10.6%,24.5%,35.2%,1127,3,120,165,138,698,3,4,10.6%,25.2%,37.5%,409,0,44,48,27,286,2,2,10.7%,22.4%,29.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,0,1,10,5,45,1,1,1.6%,17.7%,25.8%,62,0,1,10,5,45,1,1,1.6%,17.7%,25.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,0,0,0,12,1,0,0.0%,0.0%,0.0%,13,0,0,0,0,12,1,0,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1611,3,165,223,170,1041,7,7,10.2%,24.0%,34.6%,1202,3,121,175,143,755,5,5,10.0%,24.6%,36.5%,409,0,44,48,27,286,2,2,10.7%,22.4%,29.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小川 勇介,オガワ ユウスケ,福岡県,1984/10/14,40歳,男,014112,90期,S級1班,追,110.18,1524,24,274,189,208,820,29,6,17.9%,30.3%,44.0%,83,8,38,13,7,25,0,0,45.7%,61.4%,69.8%,776,16,149,102,118,391,15,2,19.2%,32.3%,47.5%,394,0,63,53,46,223,8,2,15.9%,29.4%,41.1%,55,0,7,2,9,37,0,0,12.7%,16.3%,32.7%,216,0,17,19,28,144,6,2,7.8%,16.6%,29.6%,,,,,,,,,,,,90,2,15,15,16,42,1,2,16.6%,33.3%,51.1%,,,,,,,,,,,,45,2,8,9,11,16,0,1,17.7%,37.7%,62.2%,25,0,7,2,3,13,0,0,28.0%,36.0%,48.0%,,,,,,,,,,,,20,0,0,4,2,13,1,1,0.0%,20.0%,30.0%,,,,,,,,,,,,36,0,6,7,7,13,2,1,16.6%,36.1%,55.5%,,,,,,,,,,,,18,0,5,3,3,7,0,0,27.7%,44.4%,61.1%,8,0,0,1,4,2,1,0,0.0%,12.5%,62.5%,4,0,0,2,0,1,1,0,0.0%,50.0%,50.0%,6,0,1,1,0,3,0,1,16.6%,33.3%,33.3%,,,,,,,,,,,,1650,26,295,211,231,875,32,9,17.8%,30.6%,44.6%,83,8,38,13,7,25,0,0,45.7%,61.4%,69.8%,839,18,162,114,132,414,15,3,19.3%,32.8%,48.6%,427,0,70,56,53,238,9,2,16.3%,29.5%,41.9%,59,0,7,4,9,38,1,0,11.8%,18.6%,33.8%,242,0,18,24,30,160,7,4,7.4%,17.3%,29.7%,,,,,,,,,,,
北津留 翼,キタツル ツバサ,福岡県,1985/04/26,40歳,男,014113,90期,S級1班,逃,107.81,1576,46,487,205,116,749,12,7,30.9%,43.9%,51.2%,61,7,32,6,3,20,0,0,52.4%,62.2%,67.2%,696,33,249,101,59,278,5,4,35.7%,50.2%,58.7%,474,6,139,62,30,240,3,0,29.3%,42.4%,48.7%,109,0,14,10,9,76,0,0,12.8%,22.0%,30.2%,236,0,53,26,15,135,4,3,22.4%,33.4%,39.8%,,,,,,,,,,,,104,3,19,18,19,46,0,2,18.2%,35.5%,53.8%,,,,,,,,,,,,34,3,9,4,8,13,0,0,26.4%,38.2%,61.7%,37,0,9,6,7,14,0,1,24.3%,40.5%,59.4%,11,0,0,4,0,7,0,0,0.0%,36.3%,36.3%,22,0,1,4,4,12,0,1,4.5%,22.7%,40.9%,,,,,,,,,,,,33,0,6,8,4,14,1,0,18.1%,42.4%,54.5%,,,,,,,,,,,,12,0,2,4,1,5,0,0,16.6%,50.0%,58.3%,12,0,3,3,1,4,1,0,25.0%,50.0%,58.3%,,,,,,,,,,,,9,0,1,1,2,5,0,0,11.1%,22.2%,44.4%,,,,,,,,,,,,1713,49,512,231,139,809,13,9,29.8%,43.3%,51.4%,61,7,32,6,3,20,0,0,52.4%,62.2%,67.2%,742,36,260,109,68,296,5,4,35.0%,49.7%,58.8%,523,6,151,71,38,258,4,1,28.8%,42.4%,49.7%,120,0,14,14,9,83,0,0,11.6%,23.3%,30.8%,267,0,55,31,21,152,4,4,20.5%,32.2%,40.0%,,,,,,,,,,,
坂本 亮馬,サカモト リヨウマ,福岡県,1985/05/03,40歳,男,014114,90期,S級2班,追,103.40,1410,33,285,193,160,753,13,7,20.2%,33.9%,45.2%,112,7,36,17,11,46,1,1,32.1%,47.3%,57.1%,632,20,135,97,85,309,4,3,21.3%,36.7%,50.1%,400,6,80,50,40,223,4,3,20.0%,32.5%,42.5%,68,0,11,6,6,44,1,0,16.1%,25.0%,33.8%,198,0,23,23,18,131,3,0,11.6%,23.2%,32.3%,,,,,,,,,,,,71,0,6,15,12,38,0,0,8.4%,29.5%,46.4%,,,,,,,,,,,,51,0,6,13,8,24,0,0,11.7%,37.2%,52.9%,20,0,0,2,4,14,0,0,0.0%,10.0%,30.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,6,3,4,19,0,0,18.7%,28.1%,40.6%,,,,,,,,,,,,24,0,6,3,3,12,0,0,25.0%,37.5%,50.0%,8,0,0,0,1,7,0,0,0.0%,0.0%,12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513,33,297,211,176,810,13,7,19.6%,33.5%,45.2%,112,7,36,17,11,46,1,1,32.1%,47.3%,57.1%,707,20,147,113,96,345,4,3,20.7%,36.7%,50.3%,428,6,80,52,45,244,4,3,18.6%,30.8%,41.3%,68,0,11,6,6,44,1,0,16.1%,25.0%,33.8%,198,0,23,23,18,131,3,0,11.6%,23.2%,32.3%,,,,,,,,,,,
原田 礼,ハラダ レイ,福岡県,1980/09/03,44歳,男,014115,90期,A級1班,追,82.58,1446,9,166,182,166,913,15,5,11.4%,24.0%,35.5%,526,5,82,95,61,281,4,3,15.5%,33.6%,45.2%,772,4,74,80,92,515,10,2,9.5%,19.9%,31.8%,148,0,10,7,13,117,1,0,6.7%,11.4%,20.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,6,14,6,47,0,0,8.2%,27.3%,35.6%,46,0,3,13,3,27,0,0,6.5%,34.7%,41.3%,27,0,3,1,3,20,0,0,11.1%,14.8%,25.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,1,2,4,17,0,0,4.1%,12.5%,29.1%,18,0,1,1,4,12,0,0,5.5%,11.1%,33.3%,6,0,0,1,0,5,0,0,0.0%,16.6%,16.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1543,9,173,198,176,977,15,5,11.2%,24.0%,35.4%,590,5,86,109,68,320,4,3,14.5%,33.0%,44.5%,805,4,77,82,95,540,10,2,9.5%,19.7%,31.5%,148,0,10,7,13,117,1,0,6.7%,11.4%,20.2%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
安東 宏高,アンドウ ヒロタカ,大分県,1982/04/04,43歳,男,014116,90期,A級1班,追,82.79,1461,13,166,191,199,868,31,12,11.3%,24.4%,38.0%,193,5,50,34,25,83,1,0,25.9%,43.5%,56.4%,878,8,90,120,126,520,17,8,10.2%,23.9%,38.2%,305,0,24,33,38,201,9,3,7.8%,18.6%,31.1%,12,0,0,1,2,9,0,0,0.0%,8.3%,25.0%,73,0,2,3,8,55,4,1,2.7%,6.8%,17.8%,,,,,,,,,,,,36,0,2,8,8,18,0,0,5.5%,27.7%,50.0%,9,0,2,2,2,3,0,0,22.2%,44.4%,66.6%,25,0,0,6,6,13,0,0,0.0%,24.0%,48.0%,2,0,0,0,0,2,0,0,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0,1,3,7,13,0,0,4.1%,16.6%,45.8%,6,0,0,1,3,2,0,0,0.0%,16.6%,66.6%,18,0,1,2,4,11,0,0,5.5%,16.6%,38.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521,13,169,202,214,899,31,12,11.1%,24.3%,38.4%,208,5,52,37,30,88,1,0,25.0%,42.7%,57.2%,921,8,91,128,136,544,17,8,9.8%,23.7%,38.5%,307,0,24,33,38,203,9,3,7.8%,18.5%,30.9%,12,0,0,1,2,9,0,0,0.0%,8.3%,25.0%,73,0,2,3,8,55,4,1,2.7%,6.8%,17.8%,,,,,,,,,,,
小岩 大介,コイワ ダイスケ,大分県,1984/04/11,41歳,男,014117,90期,S級1班,追,110.12,1476,11,180,243,227,792,24,15,12.1%,28.6%,44.0%,151,3,30,28,20,73,0,0,19.8%,38.4%,51.6%,812,8,116,149,136,391,15,9,14.2%,32.6%,49.3%,355,0,29,55,53,208,6,5,8.1%,23.6%,38.5%,22,0,2,3,4,11,2,0,9.0%,22.7%,40.9%,136,0,3,8,14,109,1,1,2.2%,8.0%,18.3%,,,,,,,,,,,,82,1,14,11,15,40,0,2,17.0%,30.4%,48.7%,2,0,0,0,0,1,0,1,0.0%,0.0%,0.0%,28,1,3,8,3,13,0,1,10.7%,39.2%,50.0%,16,0,5,1,5,5,0,0,31.2%,37.5%,68.7%,11,0,2,1,2,6,0,0,18.1%,27.2%,45.4%,25,0,4,1,5,15,0,0,16.0%,20.0%,40.0%,,,,,,,,,,,,26,1,6,2,4,12,1,1,23.0%,30.7%,46.1%,,,,,,,,,,,,10,1,3,1,1,4,0,1,30.0%,40.0%,50.0%,8,0,3,1,1,3,0,0,37.5%,50.0%,62.5%,,,,,,,,,,,,8,0,0,0,2,5,1,0,0.0%,0.0%,25.0%,,,,,,,,,,,,1584,13,200,256,246,844,25,18,12.6%,28.7%,44.3%,153,3,30,28,20,74,0,1,19.6%,37.9%,50.9%,850,10,122,158,140,408,15,11,14.3%,32.9%,49.4%,379,0,37,57,59,216,6,5,9.7%,24.8%,40.3%,33,0,4,4,6,17,2,0,12.1%,24.2%,42.4%,169,0,7,9,21,129,2,1,4.1%,9.4%,21.8%,,,,,,,,,,,
中村 雅仁,ナカムラ マサヒト,熊本県,1981/10/27,43歳,男,014119,90期,A級1班,追,89.07,1353,15,195,176,157,820,4,1,14.4%,27.4%,39.0%,365,7,73,68,47,174,2,1,20.0%,38.6%,51.5%,789,8,108,89,93,497,2,0,13.6%,24.9%,36.7%,199,0,14,19,17,149,0,0,7.0%,16.5%,25.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,0,7,7,8,50,1,0,9.5%,19.1%,30.1%,18,0,3,3,1,11,0,0,16.6%,33.3%,38.8%,47,0,4,3,7,32,1,0,8.5%,14.8%,29.7%,8,0,0,1,0,7,0,0,0.0%,12.5%,12.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,10,3,2,12,0,0,37.0%,48.1%,55.5%,24,0,8,3,2,11,0,0,33.3%,45.8%,54.1%,3,0,2,0,0,1,0,0,66.6%,66.6%,66.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1453,15,212,186,167,882,5,1,14.5%,27.3%,38.8%,407,7,84,74,50,196,2,1,20.6%,38.8%,51.1%,839,8,114,92,100,530,3,0,13.5%,24.5%,36.4%,207,0,14,20,17,156,0,0,6.7%,16.4%,24.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
永田 修一,ナガタ シユウイチ,熊本県,1981/02/21,44歳,男,014120,90期,A級3班,追,72.06,1515,4,171,257,211,859,14,5,11.2%,28.2%,42.1%,793,2,100,136,119,428,7,4,12.6%,29.7%,44.7%,684,2,71,116,90,401,6,1,10.3%,27.3%,40.4%,38,0,0,5,2,30,1,0,0.0%,13.1%,18.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,0,10,11,18,41,0,1,12.3%,25.9%,48.1%,81,0,10,11,18,41,0,1,12.3%,25.9%,48.1%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,0,4,3,6,19,0,0,12.5%,21.8%,40.6%,32,0,4,3,6,19,0,0,12.5%,21.8%,40.6%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628,4,185,271,235,919,14,6,11.3%,28.0%,42.4%,906,2,114,150,143,488,7,5,12.5%,29.1%,44.9%,684,2,71,116,90,401,6,1,10.3%,27.3%,40.4%,38,0,0,5,2,30,1,0,0.0%,13.1%,18.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
服部 克久,ハツトリ カツヒサ,熊本県,1980/12/10,44歳,男,014121,90期,A級3班,追,65.53,1543,24,317,182,134,885,21,5,20.5%,32.3%,41.0%,323,12,71,50,39,160,2,1,21.9%,37.4%,49.5%,867,12,181,101,67,500,15,4,20.8%,32.5%,40.2%,315,0,62,29,25,196,3,0,19.6%,28.8%,36.8%,8,0,1,0,1,6,0,0,12.5%,12.5%,25.0%,30,0,2,2,2,23,1,0,6.6%,13.3%,20.0%,,,,,,,,,,,,95,0,4,9,13,65,1,3,4.2%,13.6%,27.3%,95,0,4,9,13,65,1,3,4.2%,13.6%,27.3%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0,1,2,0,23,0,2,3.5%,10.7%,10.7%,28,0,1,2,0,23,0,2,3.5%,10.7%,10.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1666,24,322,193,147,973,22,10,19.3%,30.9%,39.7%,446,12,76,61,52,248,3,6,17.0%,30.7%,42.3%,867,12,181,101,67,500,15,4,20.8%,32.5%,40.2%,315,0,62,29,25,196,3,0,19.6%,28.8%,36.8%,8,0,1,0,1,6,0,0,12.5%,12.5%,25.0%,30,0,2,2,2,23,1,0,6.6%,13.3%,20.0%,,,,,,,,,,,
松岡 貴久,マツオカ タカヒサ,熊本県,1984/05/27,40歳,男,014122,90期,S級1班,追,108.12,1538,43,345,256,172,705,47,14,22.4%,39.0%,50.2%,108,10,40,25,9,33,1,0,37.0%,60.1%,68.5%,690,32,182,133,80,269,21,6,26.3%,45.6%,57.2%,384,1,71,54,45,197,12,5,18.4%,32.5%,44.2%,94,0,13,11,11,51,7,1,13.8%,25.5%,37.2%,262,0,39,33,27,155,6,2,14.8%,27.4%,37.7%,,,,,,,,,,,,99,1,19,17,19,42,2,0,19.1%,36.3%,55.5%,2,0,1,0,0,1,0,0,50.0%,50.0%,50.0%,46,1,11,13,9,13,0,0,23.9%,52.1%,71.7%,25,0,5,4,4,11,1,0,20.0%,36.0%,52.0%,8,0,1,0,2,5,0,0,12.5%,12.5%,37.5%,18,0,1,0,4,12,1,0,5.5%,5.5%,27.7%,,,,,,,,,,,,34,0,4,7,6,16,1,0,11.7%,32.3%,50.0%,,,,,,,,,,,,18,0,3,5,3,7,0,0,16.6%,44.4%,61.1%,8,0,1,2,0,5,0,0,12.5%,37.5%,37.5%,,,,,,,,,,,,8,0,0,0,3,4,1,0,0.0%,0.0%,37.5%,,,,,,,,,,,,1671,44,368,280,197,763,50,14,22.0%,38.7%,50.5%,110,10,41,25,9,34,1,0,37.2%,60.0%,68.1%,754,33,196,151,92,289,21,6,25.9%,46.0%,58.2%,417,1,77,60,49,213,13,5,18.4%,32.8%,44.6%,102,0,14,11,13,56,7,1,13.7%,24.5%,37.2%,288,0,40,33,34,171,8,2,13.8%,25.3%,37.1%,,,,,,,,,,,
中村 敏之輔,ナカムラ トシノスケ,北海道,1986/01/05,39歳,男,014123,91期,A級2班,追,-,1260,12,200,153,153,725,25,5,15.8%,28.0%,40.1%,223,5,53,38,34,94,3,2,23.7%,40.8%,56.0%,808,7,125,97,92,476,17,1,15.4%,27.4%,38.8%,226,0,22,18,27,153,4,2,9.7%,17.6%,29.6%,3,0,0,0,0,2,1,0,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1260,12,200,153,153,725,25,5,15.8%,28.0%,40.1%,223,5,53,38,34,94,3,2,23.7%,40.8%,56.0%,808,7,125,97,92,476,17,1,15.4%,27.4%,38.8%,226,0,22,18,27,153,4,2,9.7%,17.6%,29.6%,3,0,0,0,0,2,1,0,0.0%,0.0%,0.0%,,,,,,,,,,,,,,,,,,,,,,
